user,created_at,text
511NYMidHudson,1/15/2020 11:52,Construction on #BronxRiverParkway SB at Exit 24 - Fisher Lan
511NY,1/15/2020 11:52,Updated: Incident on #GardenStateParkway NB at North of Exit 137 - NJ 2
511NY,1/15/2020 11:52,Incident on #I80 EB from Exit 37 - CR 513/Hibernia Ave to Exit 39 - NJ 5
511NY,1/15/2020 11:52,Incident on #NJ70 WB from I-295 to East of NJ 41/CR 15
511NY,1/15/2020 11:52,Construction on #BronxRiverParkway SB at Exit 24 - Fisher Lan
511NY,1/15/2020 11:50,Incident on #I87Northway NB at Exit 13S; US 9 sout
511NY,1/15/2020 11:50,Incident on #NJ73 SB from I-295 to CR 616/Church R
511NY,1/15/2020 11:49,Updated: Construction on #BronxRiverParkway SB from Exit - Sprain Brook Parkway to Exit 11W - Cross County Parkwa
511NY,1/15/2020 11:49,Updated: Incident on #NJ73 NB from CR 544/Evesham Rd/Marlton Pkwy to I-29
511NY,1/15/2020 11:49,Updated: Incident on #I80 EB from Exit 28 - CR 631/US 46 to Exit 34 - NJ 1
511NYMidHudson,1/15/2020 11:49,Updated: Construction on #BronxRiverParkway SB from Exit - Sprain Brook Parkway to Exit 11W - Cross County Parkwa
511NY,1/15/2020 11:48,Updated: Incident on #US19 NB at George Washington Bridg
511NY,1/15/2020 11:48,Updated: Incident on #I78 EB at New Jersey Turnpike Toll Plaz
511NY,1/15/2020 11:48,Updated: Incident on #NJ139Lower EB from NJ 139 Upper Roadway Exit/Entrance to Jersey Av
511NY,1/15/2020 11:48,Incident on #GardenStateParkway NB at North of Exit 137 - NJ 2
511NY,1/15/2020 11:47,Updated: Incident on #NJ55 NB from Exit 58 - Deptford Center Rd to NJ 4
511NY,1/15/2020 11:47,Updated: Incident on #NJ495 EB from New Jersey Turnpike to US 1&amp;
511NY,1/15/2020 11:47,Updated: Incident on #NJ3 EB from New Jersey Turnpike - Eastern Spur to NJ 49
511nyWNY,1/15/2020 11:47,Incident on #I190NiagaraThruway NB from Before Exit N8 (I-190) - Niagra St to Exit N8 (I-190) - Niagra S
511nyLongIsland,1/15/2020 11:45,Incident on #NY27 WB at Exit 46 - Carleton Avenue; Connetquot Avenu
511nyACE,1/15/2020 11:45,Incident on #CLine at 59th Street-Columbus Circle Statio
511nyBDFV,1/15/2020 11:45,Incident on #BLine SB at 59th Street-Columbus Circle Statio
511NY,1/15/2020 11:45,Incident on #CLine at 59th Street-Columbus Circle Statio
511NY,1/15/2020 11:45,Incident on #US1 NB from Carnegie Center Blvd to Harrison S
511NY,1/15/2020 11:45,Incident on #BLine SB at 59th Street-Columbus Circle Statio
511NY,1/15/2020 11:45,Incident on #NY27 WB at Exit 46 - Carleton Avenue; Connetquot Avenu
511NY,1/15/2020 11:44,Incident on #DLine from Broadway-Lafayette Street Station to West 4th Street Statio
511NY,1/15/2020 11:44,Incident on #S2W WB at Exit 4 (EAST RIVER DR EXT
511NY,1/15/2020 11:44,Updated: Incident on #I95S SB at Exit 25 (RTE 130
511nyBDFV,1/15/2020 11:44,Incident on #DLine from Broadway-Lafayette Street Station to West 4th Street Statio
511NY,1/15/2020 11:44,Incident on #BLine NB from Broadway-Lafayette Street Station to West 4th Street Statio
511NY,1/15/2020 11:44,Updated: Incident on #LincolnTunnel EB at from New Jersey
511nyBDFV,1/15/2020 11:44,Incident on #BLine NB from Broadway-Lafayette Street Station to West 4th Street Statio
511NY,1/15/2020 11:43,Incident on #US1 NB at Franklin Corner Rd/Bakers Basin R
511NY,1/15/2020 11:43,Incident on #GardenStateParkway SB at Exit 130B-A - US 
511NY,1/15/2020 11:43,Incident on #NJ21 NB from Exit 13 - Ackerman Av to Exit 14 - US 4
511NY,1/15/2020 11:42,Cleared: Incident on #HavenLine at New Haven - State Street Stati
511NY,1/15/2020 11:42,Cleared: Incident on #NewLine at New Haven - State Street Stati
511NY,1/15/2020 11:42,Cleared: Incident on #TaconicStateParkway SB at Exit 20  - US
511NY,1/15/2020 11:42,Incident on #NJ7 SB from CR 508 to Charlotte Circl
511NY,1/15/2020 11:41,Incident on #NJ15 SB from NJ 181/Espanong Rd/Weldon Rd to CR 699/Berkshire Valley R
511NY,1/15/2020 11:41,Construction on #VerrazanonarrowsBridge W
511NY,1/15/2020 11:39,Incident on #GardenStateParkway NB from South of Exit 135 - Central Ave to North of Exit 136 - Stiles S
511NY,1/15/2020 11:38,Incident on #WTCLin
511NY,1/15/2020 11:38,Incident on #HOBLin
511NY,1/15/2020 11:38,Incident on #33RdLin
511NY,1/15/2020 11:38,Incident on #ToLin
511NY,1/15/2020 11:38,Construction on #Route920DunnMemorialBridge WB at I-78
511NY,1/15/2020 11:38,Incident on #HOBLine Both direction
511nyAlbany,1/15/2020 11:38,Construction on #Route920DunnMemorialBridge WB at I-78
511NY,1/15/2020 11:38,Cleared: Incident on #33RdLi
511NY,1/15/2020 11:38,Cleared: Incident on #ToLi
511NY,1/15/2020 11:38,Cleared: Incident on #HOBLine Both directio
511NY,1/15/2020 11:37,Incident on #US19 NB from Wilson Av to US 1&amp;9 Truck Route/Pulaski Skywa
511NY,1/15/2020 11:36,Incident on #33RdLin
511NY,1/15/2020 11:36,Incident on #ToLin
511NY,1/15/2020 11:36,Incident on #HOBLine Both direction
511NY,1/15/2020 11:36,Incident on #123Bus at Port Authority Bus Termina
511NY,1/15/2020 11:36,Updated: Incident on #NJ35 NB at US 
511NY,1/15/2020 11:35,Incident on #NewJerseyTurnpikeHudsonCountyExtension EB from Interchange 14 - I-78 to West of Newark Bay Bridg
511NY,1/15/2020 11:35,Incident on #US22 EB from Bloy St to North Broad S
511NY,1/15/2020 11:35,Incident on #NJ35 NB at US 
511NY,1/15/2020 11:35,Updated: Incident on #HavenLine at Stratford Statio
511NY,1/15/2020 11:35,Updated: Incident on #NewLine Both directions at Stratford Statio
511NY,1/15/2020 11:33,Incident on #452Bus at Camde
511NY,1/15/2020 11:32,Cleared: Incident on #I280 EB from Exit 12 - Garden State Parkway to Exit 15 - NJ 
511NY,1/15/2020 11:32,Incident on #NJ4 EB from New Jersey Turnpike/I-95/George Washington Bridge to US 9
511NY,1/15/2020 11:32,Cleared: Incident on #I84 EB at Newburgh - Beacon Bridge Toll Pla
511NY,1/15/2020 11:31,Incident on #NJ3 EB from Park Ave to Ridge R
511NY,1/15/2020 11:31,Incident on #I280 EB from East of Exit 12 - Garden State Parkway to Exit 14E - King S
511NY,1/15/2020 11:31,Incident on #I280 EB from Exit 12 - Garden State Parkway to Exit 15 - NJ 2
511NY,1/15/2020 11:31,Incident on #I676 NB at Exit 5B - Linden St/N. 8th S
511NY,1/15/2020 11:30,Updated: Incident on #US30 EB at CR 563/Tilton R
511NY,1/15/2020 11:30,Incident on #NJ21 SB at Exit 9 - NJ 
511NY,1/15/2020 11:29,Cleared: Incident on #6Line at Canal Street Stati
511NY,1/15/2020 11:29,Cleared: Incident on #4Line NB at Canal Street Stati
511NY,1/15/2020 11:28,Incident on #GeorgeWashingtonBridge EB at New Jersey Side/Upper Level Toll Plaz
511NY,1/15/2020 11:28,Incident on #I278 WB at Morgan Avenu
511NY,1/15/2020 11:28,Incident on #GeorgeWashingtonBridge EB at New Jersey Side/Lower Level Toll Plaz
511NY,1/15/2020 11:28,Updated: Construction on #US9 NB from N. Loudon Heights to S. Loudon Height
511NY,1/15/2020 11:28,Updated: Incident on #NJ42 NB from Exit 10A - NJ 168/Black Horse Pike to I-29
511nyAlbany,1/15/2020 11:28,Updated: Construction on #US9 NB from N. Loudon Heights to S. Loudon Height
511NYMidHudson,1/15/2020 11:27,Incident on #I684 SB at Exit 3 S/N - NY 22 - Bedford - Armon
511NY,1/15/2020 11:27,Construction on #RFKTriboroughBridg
511NY,1/15/2020 11:27,Updated: Incident on #HollandTunnel EB at New Jerse
511NY,1/15/2020 11:26,Incident on #6Line at Canal Street Statio
511NY,1/15/2020 11:26,Incident on #4Line NB at Canal Street Statio
511NY,1/15/2020 11:26,Incident on #S15S SB at Exit 49 (RTE 25 NB
511NY,1/15/2020 11:26,Incident on #US19TonnelleAvenue NB from NJ 139 Lower to Manhattan A
511ny456,1/15/2020 11:26,Incident on #6Line at Canal Street Statio
511NY,1/15/2020 11:26,Incident on #I80 EB from Exit 30 - Howard Blvd to Exit 34 - NJ 1
511ny456,1/15/2020 11:26,Incident on #4Line NB at Canal Street Statio
511NY,1/15/2020 11:25,Construction on #US9 NB from N. Loudon Heights to S. Loudon Height
511NY,1/15/2020 11:24,Incident on #NJ73 NB from CR 616/Church Rd to I-29
511NY,1/15/2020 11:22,Updated: Incident on #I76 WB from Exit 1A - NJ 42/I-295 to Walt Whitman Bridg
511NY,1/15/2020 11:22,Cleared: Construction on #BabylonBranch WB from Freeport Station to New York Penn Stati
511NY,1/15/2020 11:21,Updated: Incident on #NJ55 NB from North of Exit 58 - Deptford Center Rd to NJ 4
511nyAlbany,1/15/2020 11:21,Construction on #WolfRoad Both directions from Central Avenue; NY 5; I-87 Northbound Exit 2E off-ramp to Albany.
511NY,1/15/2020 11:18,Incident on #GardenStateParkway SB at North of Exit 132 - NJ 2
511NY,1/15/2020 11:18,Incident on #I278 EB from Exit 12 - Todt Hill Road; Slosson Avenue; Ramp to Fingerboard Road; Verrazano Narrows.
511NY,1/15/2020 11:18,Incident on #LincolnTunnel EB at from New Jersey
511NY,1/15/2020 11:18,Incident on #US30 EB at CR 563/Tilton R
KeganUnderwood,1/15/2020 11:17,511NY : Incident on #I495 WB from Exit 24 -  Kissena Boulevard / 164th Street to Exit 19 - Woodhaven Boulevard / Q
511NY,1/15/2020 11:16,Updated: Incident on #NY218 Both directions from Main Street; START ROUTE NY 218; Ramp to US 9W; Ram
511NY,1/15/2020 11:15,Updated: Incident on #HavenLin
511NY,1/15/2020 11:15,Updated: Incident on #NewLin
511NY,1/15/2020 11:14,Incident on #I95S SB at Exit 25 (RTE 130
511NY,1/15/2020 11:11,Updated: Incident on #I91N NB at 1.00 miles before Exit 27 (BRAINARD RD
511NY,1/15/2020 11:09,Updated: Construction on #I390 SB at Exit 5 - McWhorter Roa
511NY,1/15/2020 11:09,Updated: Construction on #I390 SB at NY 6
511NY,1/15/2020 11:08,Cleared: Construction on #I95NewEnglandThruway NB from After Exit 20 (I-95) - Rye (Rte 1) to After Exit 21 (I-95) - White Plains -.
511NY,1/15/2020 11:07,Incident on #BeltSystemSouthernParkway WB from 150th Street; Ramp to Lefferts Boulevar
511NYMidHudson,1/15/2020 11:07,Incident on #TaconicStateParkway SB at Exit 20  - US 
511NY,1/15/2020 11:06,Incident on #US19 NB at George Washington Bridg
511NY,1/15/2020 11:06,Updated: Incident on #NJ55 NB at NJ 4
511NY,1/15/2020 11:06,Updated: Construction on #I95NewEnglandThruway NB from After Exit 20 (I-95) - Rye (Rte 1) to After Exit 21 (I-95).
511NY,1/15/2020 11:06,Updated: Construction on #I90NYSThruway EB from Before Exit 39 (I-90) - State Fair (I-690) to Before Exit 39.
511NY,1/15/2020 11:05,Updated: Construction on #GardenStateParkwayConnector SB from Before I-87 Exit 14A - Start of Garden State.
511NYMidHudson,1/15/2020 11:05,Updated: Construction on #I95NewEnglandThruway NB from After Exit 20 (I-95) - Rye (Rte 1) to After Exit 21 (I-95).
511NY,1/15/2020 11:05,Updated: Construction on #I90BerkshireConnector WB from Before I-87 Exit 21A - Start of Berkshire Connector to.
511NYMidHudson,1/15/2020 11:05,Updated: Construction on #GardenStateParkwayConnector SB from Before I-87 Exit 14A - Start of Garden State.
511nyAlbany,1/15/2020 11:05,Updated: Construction on #I90BerkshireConnector WB from Before I-87 Exit 21A - Start of Berkshire Connector to.
511nyCNY,1/15/2020 11:05,Updated: Construction on #I90NYSThruway EB from Before Exit 39 (I-90) - State Fair (I-690) to Before Exit 39.
511nyAlbany,1/15/2020 11:05,Updated: Construction on #I90BerkshireConnector EB from Before I-87 Exit 21A - Start of Berkshire Connector to.
511NY,1/15/2020 11:05,Incident on #I78 EB at New Jersey Turnpike Toll Plaz
511NY,1/15/2020 11:04,Updated: Incident on #NJ42 NB from Exit 12 - CR 544/Clements Bridge Rd to I-29
511NY,1/15/2020 11:04,Incident on #I76 WB from Exit 1A - NJ 42/I-295 to Walt Whitman Bridg
511NY,1/15/2020 11:03,Cleared: Incident on #607Bus NB at South Broad Avenue and Greenwood Aven
511NY,1/15/2020 11:03,Cleared: Construction on #US1 SB from South of Meadow Rd to South of Quaker Bridge 
511NY,1/15/2020 11:03,Cleared: Construction on #NJ72 EB at East of Garden State Parkw
511NY,1/15/2020 11:03,Incident on #HavenLine at New Haven - State Street Statio
511NY,1/15/2020 11:03,Cleared: Construction on #NJ3 Both directions at Harmon Co
511NY,1/15/2020 11:03,Cleared: Construction on #NJ23 NB at CR 660/Newark Pompton Turnpi
511NY,1/15/2020 11:03,Cleared: Construction on #NJ82 Both directions at US 
511NY,1/15/2020 11:03,Incident on #NewLine at New Haven - State Street Statio
511NY,1/15/2020 11:02,Updated: Construction on #NY104 EB from Pound Rd to Rotterdam R
511NY,1/15/2020 11:02,Cleared: Construction on #Route33 
511NY,1/15/2020 11:01,Construction on #42NdStreetShuttle Both directions at 42nd Street-Grand Central Statio
511NY,1/15/2020 11:01,Incident on #HollandTunnel EB at New Jerse
511NY,1/15/2020 11:01,Cleared: Construction on #I84 Both directions from Exit 5 (I-84) - Maybrook (NY 208) to Exit 10 (I-84) - Newburgh (US 9W - NY 3
511NY,1/15/2020 11:01,Cleared: Construction on #NY85 Both directions from Exit to State Office Campus to Western A
511NY,1/15/2020 11:00,Cleared: Construction on #US1 NB at Carnegie 
511NY,1/15/2020 11:00,Cleared: Construction on #NJ38 EB from Nixon Dr to West of New Jersey Turnpi
511NY,1/15/2020 11:00,Cleared: Construction on #US40 Both directions from East of NJ 45/CR 672 to West of NJ 77/CR 604/Pole Tavern 
511NY,1/15/2020 11:00,Incident on #HavenLine from Stamford Station to New Haven - State Street Statio
511NY,1/15/2020 11:00,Updated: Construction on #NJ72 EB at East of Garden State Parkwa
511NY,1/15/2020 11:00,Cleared: Construction on #US130 Both directions at CR 618/Hollywood 
511NY,1/15/2020 11:00,Construction on #I295 NB from Exit 73 - Scotch Rd to Delaware River/Scudder Falls Bridg
511NY,1/15/2020 11:00,Updated: Construction on #NJ23 NB at CR 660/Newark Pompton Turnpik
511NY,1/15/2020 11:00,Incident on #NewLine Both directions from Stamford Station to New Haven - State Street Statio
511NY,1/15/2020 11:00,Updated: Construction on #NJ38 EB from Nixon Dr to West of New Jersey Turnpik
511NY,1/15/2020 11:00,Cleared: Construction on #I295 NB from Exit 73 - Scotch Rd to Delaware River/Scudder Falls Brid
511NY,1/15/2020 11:00,Construction on #NJ49 Both directions from East of CR 647/Telegraph Rd to West of CR 671/Union R
511NY,1/15/2020 11:00,Cleared: Construction on #NJ38 WB at New Jersey Turnpi
511NY,1/15/2020 10:59,Incident on #NJ55 NB at NJ 4
511NY,1/15/2020 10:59,Updated: Construction on #I390 SB at NY 6
511NY,1/15/2020 10:59,Cleared: Construction on #S796N NB at 0.75 miles before Exit 3B (RTE 15 S
511nyRochester,1/15/2020 10:59,Updated: Construction on #I390 SB at NY 6
511NY,1/15/2020 10:58,Incident on #NJ42 NB from Exit 12 - CR 544/Clements Bridge Rd to I-29
511NY,1/15/2020 10:58,Incident on #I95 SB from Exit 5A - White Plains Road to 3rd Avenue; Exit 
511NY,1/15/2020 10:57,Cleared: Incident on #167Bus at detoured from 31st Street ramp to NJ 4
511NY,1/15/2020 10:57,Cleared: Incident on #163Bus at detoured from 31st Street ramp to NJ 4
511NY,1/15/2020 10:57,Cleared: Incident on #161Bus at detoured from 31st Street ramp to NJ 4
511NY,1/15/2020 10:57,Cleared: Incident on #160Bus at detoured from 31st Street ramp to NJ 4
511NY,1/15/2020 10:57,Cleared: Incident on #199Bus at detoured from 31st Street ramp to WB 4
511NY,1/15/2020 10:57,Cleared: Incident on #195Bus at detoured from 31st Street ramp to WB 4
511NY,1/15/2020 10:57,Cleared: Incident on #192Bus at detoured from 31st Street ramp to WB 4
511NY,1/15/2020 10:57,Cleared: Incident on #191Bus at detoured from 31st Street ramp to WB 4
511NY,1/15/2020 10:57,Cleared: Incident on #LocalBus at detoured from 31st Street ramp to WB 4
511NY,1/15/2020 10:57,Cleared: Incident on #190Bus at detoured from 31st Street ramp to WB 4
511NY,1/15/2020 10:57,Cleared: Construction on #144Bus WB at detoured from 31st Street ramp to NJ 4
511NY,1/15/2020 10:57,Cleared: Construction on #190XBus WB at detoured from 31st Street ramp to WB 4
511NY,1/15/2020 10:57,Incident on #I278 WB from White Plains Road to Hunts Point Avenue; Exit 49 - I-895-Sheridan Expresswa
511NY,1/15/2020 10:57,Incident on #NJ139Lower EB from NJ 139 Upper Roadway Exit/Entrance to Jersey Av
511NY,1/15/2020 10:56,Incident on #I678 NB from Linden Boulevard to Exit 8 - Main Stree
511NY,1/15/2020 10:56,Incident on #NJ495 EB from New Jersey Turnpike to US 1&amp;
511NY,1/15/2020 10:56,Incident on #I91N NB at 1.00 miles before Exit 27 (BRAINARD RD
511NY,1/15/2020 10:56,Incident on #NJ3 EB from New Jersey Turnpike - Eastern Spur to NJ 49
511NY,1/15/2020 10:55,Construction on #FarRockawayBranch WB from Far Rockaway Station to New York Penn Statio
511NY,1/15/2020 10:55,Incident on #I495 WB from Exit 24 -  Kissena Boulevard / 164th Street to Exit 19 - Woodhaven Boulevard / Queens.
511nyLongIsland,1/15/2020 10:55,Construction on #FarRockawayBranch WB from Far Rockaway Station to New York Penn Statio
511NY,1/15/2020 10:54,Updated: Incident on #M20Bus from West End Av : 72 St to West End Av : 57 S
511NY,1/15/2020 10:54,Updated: Incident on #M10Bus from West End Av : 72 St to West End Av : 57 S
511NY,1/15/2020 10:54,Updated: Incident on #M104Bus from Broadway &amp; 64st to Broadway &amp; 60s
511NY,1/15/2020 10:54,Updated: Incident on #M20Bus from Broadway &amp; 64st to Broadway &amp; 60s
511NY,1/15/2020 10:54,Updated: Incident on #M10Bus from Broadway &amp; 64st to Broadway &amp; 60s
511NY,1/15/2020 10:54,Updated: Incident on #M7Bus from Broadway &amp; 64st to Broadway &amp; 60s
511NY,1/15/2020 10:54,Incident on #I278 EB from Shore Parkway; Belt System - Shore Parkway to Exit 26 - Hamilton Avenu
511NY,1/15/2020 10:54,Updated: Incident on #M5Bus from Broadway &amp; 64st to Broadway &amp; 60s
511NYMidHudson,1/15/2020 10:52,Incident on #I84 EB at Newburgh - Beacon Bridge Toll Plaz
511NY,1/15/2020 10:51,Updated: Incident on #Bxm2Bus Both directions at Broadway &amp; 64s
511NY,1/15/2020 10:50,Cleared: Incident on #1Line NB from 96th Street Station to 145th Street Stati
511NY,1/15/2020 10:46,Cleared: Incident on #BearMountainBridge Both directions from Rockland/Orange County Side to Westchester County Si
511NY,1/15/2020 10:46,Cleared: Construction on #NY33 WB from Harlem Road; NY 240 to I-90; Thruw
511NY,1/15/2020 10:45,Updated: Incident on #601Bus NB at Pennington Road and Green Lan
511NY,1/15/2020 10:45,Updated: Incident on #AllTrains at Newark Penn Statio
511NY,1/15/2020 10:45,Updated: Incident on #US206 Both directions at North of I-8
511NY,1/15/2020 10:45,Cleared: Incident on #NY27 EB from Exit 52 - Waverly Avenue; CR 19; Nicholls Road; NY 454 to Exit 53 - NY 112; Medford Road; North Ocean.
511nyLongIsland,1/15/2020 10:44,Construction on #BabylonBranch WB from Freeport Station to New York Penn Statio
511NY,1/15/2020 10:41,Cleared: Construction on #S15N NB at Exit 42 (RTE 5
511NY,1/15/2020 10:41,Cleared: Construction on #S15S SB at 2.01 miles beyond Exit 44 (RTE 5
511NY,1/15/2020 10:41,Cleared: Construction on #S8S SB at Exit 14 (RTE 11
511NY,1/15/2020 10:37,Incident on #US206 Both directions at North of I-8
511NY,1/15/2020 10:37,Incident on #I78 EB at I-78 Toll Bridg
511NY,1/15/2020 10:36,Incident on #HavenLine at New Haven - State Street Statio
511NY,1/15/2020 10:36,Incident on #NewLine at New Haven - State Street Statio
511ny456,1/15/2020 10:33,Incident on #6Line at Canal Street Statio
511ny456,1/15/2020 10:33,Incident on #4Line NB at Canal Street Statio
511NY,1/15/2020 10:33,Incident on #6Line at Canal Street Statio
511NY,1/15/2020 10:33,Incident on #4Line NB at Canal Street Statio
511NY,1/15/2020 10:32,Cleared: Construction on #I287CrossWestchesterExpwy EB from Before Exit 9 (I-287) - Hutchinson River Parkway to Before Exit 10 (I-287) -.
511NY,1/15/2020 10:31,Updated: Construction on #NY33 WB from Harlem Road; NY 240 to I-90; Thruwa
511nyLongIsland,1/15/2020 10:31,Incident on #RonkonkomaBranch Both directions at Hicksville Statio
511NY,1/15/2020 10:30,Updated: Incident on #1Line NB from 96th Street Station to 145th Street Statio
511nyLongIsland,1/15/2020 10:27,Construction on #OceanParkwayNassauSuffolk WB from Cedar Beach Town Park to Town of Oyster Bay and Town of.
511NY,1/15/2020 10:27,Cleared: Construction on #NewJerseyTurnpikeHudsonCountyExtension WB from East of Newark Bay Bridge to East of Interchange 14 - I-
511nyLongIsland,1/15/2020 10:26,Construction on #NY106 Both directions from Hempstead Turnpike; NY 24 to West Old Country Roa
511nyLongIsland,1/15/2020 10:26,Construction on #MeadowbrookStateParkway Both directions from Exit M10 - Loop Parkway to Bay Drive; Ocean Parkway.
511NY,1/15/2020 10:26,Construction on #NY106 Both directions from Hempstead Turnpike; NY 24 to West Old Country Roa
511nyLongIsland,1/15/2020 10:26,Construction on #NY105 Both directions from Newbridge Road; NY 106; Jerusalem Avenue; START ROUTE NY 105 to.
511NY,1/15/2020 10:26,Construction on #MeadowbrookStateParkway Both directions from Exit M10 - Loop Parkway to Bay Drive; Ocean Parkway.
511nyLongIsland,1/15/2020 10:26,Construction on #NY112 Both directions from I-495 North Service Road to Horseblock Road; CR 1
511NY,1/15/2020 10:26,Construction on #NY105 Both directions from Newbridge Road; NY 106; Jerusalem Avenue; START ROUTE NY 105 to.
511nyLongIsland,1/15/2020 10:26,Construction on #LoopParkway Both directions from Long Creek Bridge to Meadowbrook State Parkwa
511NY,1/15/2020 10:26,Construction on #NY112 Both directions from I-495 North Service Road to Horseblock Road; CR 1
511NY,1/15/2020 10:26,Construction on #LoopParkway Both directions from Long Creek Bridge to Meadowbrook State Parkwa
511nyLongIsland,1/15/2020 10:25,Construction on #NY25 Both directions at Plainview Roa
511nyLongIsland,1/15/2020 10:25,Construction on #NorthernStateParkway Both directions from Exit 25 - Lakeville Road; Marcus Avenue to Exit 31A -.
511NY,1/15/2020 10:25,Construction on #NY25 Both directions at Plainview Roa
511nyLongIsland,1/15/2020 10:25,Construction on #NY27 Both directions from Exit 44 - Brentwood Road to Exit 45 - NY 111; Islip Avenu
511NY,1/15/2020 10:25,Construction on #NorthernStateParkway Both directions from Exit 25 - Lakeville Road; Marcus Avenue to Exit 31A -.
511nyLongIsland,1/15/2020 10:25,Construction on #NY27 EB at North Long Beach Roa
511NY,1/15/2020 10:25,Construction on #NY27 Both directions from Exit 44 - Brentwood Road to Exit 45 - NY 111; Islip Avenu
511nyLongIsland,1/15/2020 10:25,Construction on #NY25 WB from River Road; NY 25A; NY 111 to Bellemeade Rao
511NY,1/15/2020 10:25,Construction on #NY27 EB at North Long Beach Roa
511nyLongIsland,1/15/2020 10:25,Construction on #SouthernStateParkway Both directions from Exit 40 - Robert Moses Causeway to Exit 41S - CR 5
511NY,1/15/2020 10:25,Construction on #NY25 WB from River Road; NY 25A; NY 111 to Bellemeade Rao
511nyLongIsland,1/15/2020 10:25,Construction on #NY27 Both directions from Exit 38 - Little East Neck Road to Exit 40 - NY 231; Babylon Northport.
511NY,1/15/2020 10:25,Construction on #SouthernStateParkway Both directions from Exit 40 - Robert Moses Causeway to Exit 41S - CR 5
511nyLongIsland,1/15/2020 10:25,Construction on #NY27 Both directions from Exit 44 - Brentwood Road to Exit 45 - NY 111; Islip Avenu
511NY,1/15/2020 10:25,Construction on #NY27 Both directions from Exit 38 - Little East Neck Road to Exit 40 - NY 231; Babylon Northport.
511nyLongIsland,1/15/2020 10:25,Construction on #NY27 Both directions at Westminster Roa
511NY,1/15/2020 10:25,Construction on #NY27 Both directions from Exit 44 - Brentwood Road to Exit 45 - NY 111; Islip Avenu
511NY,1/15/2020 10:25,Construction on #NY27 Both directions at Westminster Roa
511NY,1/15/2020 10:24,Cleared: Construction on #I190NiagaraThruway NB from Before Exit N6 (I-190) - Elm St - Oak St to Before Exit N7 (I-190) - Church St -.
511NY,1/15/2020 10:24,Cleared: Construction on #I87NYSThruway NB from After Exit 9 (I-87) - Tarrytown (Rte 9) to Before Exit 10 (I-87) - South Nyack (US 9
511nyLongIsland,1/15/2020 10:21,Incident on #NY27 EB from Exit 52 - Waverly Avenue; CR 19; Nicholls Road; NY 454 to Exit 53 - NY 112; Medford.
511NY,1/15/2020 10:18,Incident on #1Line NB at 137th Street-City College Statio
511NY,1/15/2020 10:17,Cleared: Construction on #FranklinDRooseveltDrive NB from East 38th Street to Exit 9 - East 42nd Stre
511NY,1/15/2020 10:15,Cleared: Incident on #SouthernStateParkway WB at Exit 14 - Fletcher Avenue 
511NY,1/15/2020 10:06,Cleared: Construction on #I95 NB from Exit 5A - White Plains Road to Pugsley Aven
511NY,1/15/2020 10:04,Cleared: Construction on #QueensMidtownTunnel at Manhattan Bou
511NY,1/15/2020 10:03,Cleared: Construction on #I80 WB at Exit 60 - NJ 
511NY,1/15/2020 10:02,Cleared: Construction on #US130 NB from South of CR 612/Browning Rd to Church 
511NY,1/15/2020 10:02,Cleared: Construction on #US202 Both directions at CR 525/Mount Airy Rd/Anderson 
511NY,1/15/2020 10:02,Updated: Construction on #LLine Both directions from Rockaway Parkway-Canarsie Station to 8th Avenue Statio
511NY,1/15/2020 10:02,Updated: Construction on #FranklinDRooseveltDrive NB from East 38th Street to Exit 9 - East 42nd Stree
511NY,1/15/2020 10:02,Cleared: Construction on #I91N NB at 0.50 miles before Exit 27 (BRAINARD R
511nyLS,1/15/2020 10:02,Updated: Construction on #LLine Both directions from Rockaway Parkway-Canarsie Station to 8th Avenue Statio
511NY,1/15/2020 10:01,Updated: Construction on #US9 Both directions at Washington Av
511NY,1/15/2020 10:01,Updated: Construction on #US130 NB from South of CR 612/Browning Rd to Church R
511NY,1/15/2020 10:01,Construction on #85Bus Both directions from Mill Creek-Harmon Meadow to Hoboke
511NY,1/15/2020 10:01,Construction on #127Bus Both directions from Ridgefield to Union City-New Yor
511NY,1/15/2020 10:01,Updated: Construction on #I195 WB at Exit 28 - US 
511NY,1/15/2020 10:01,Construction on #320Bus Both directions from Mill Creek to North Bergen Park &amp; Ride-New Yor
511NY,1/15/2020 10:01,Construction on #83Bus Both directions from Hackensack to Journal Squar
511NY,1/15/2020 10:01,Cleared: Construction on #I195 WB at Exit 28 - US
511NY,1/15/2020 10:01,Cleared: Construction on #US9 SB at NJ 
511NY,1/15/2020 10:01,Cleared: Construction on #US9 Both directions at Washington A
511NY,1/15/2020 9:59,Cleared: Construction on #RFKTriboroughBridge from Bronx Span to Queens Bou
511NY,1/15/2020 9:59,Cleared: Construction on #QueensMidtownTunnel at Queens Bou
511NY,1/15/2020 9:58,Cleared: Construction on #NLine Both directions from 57th Street Station to Atlantic Avenue-Barclays Center Stati
511NY,1/15/2020 9:58,Cleared: Construction on #1Line Both directions from 137th Street-City College Station to Dyckman Street Stati
511NY,1/15/2020 9:58,Cleared: Construction on #ALine SB from 50th Street Station to Spring Street Stati
511NY,1/15/2020 9:58,Cleared: Construction on #1Line SB at 207th Street Stati
511NY,1/15/2020 9:58,Cleared: Construction on #LProject Both directions from Rockaway Parkway-Canarsie Station to 14th Street-Union Square Stati
511NY,1/15/2020 9:58,Cleared: Construction on #LLine Both directions from Rockaway Parkway-Canarsie Station to 8th Avenue Stati
