user,created_at,text
511NY,1/16/2020 19:23,Cleared: Incident on #I90NYSThruway WB from Before Exit 45 (I-90) - Rochester - Victor (I-490) to Exit 45 (I-90) - Rochester - Victor.
511NY,1/16/2020 19:23,Cleared: Incident on #I95NewEnglandThruway SB from After Exit 15 (I-95) - New Rochelle (US 1) to Exit 15 (I-95) - New Rochelle (US 
511NY,1/16/2020 19:23,Updated: Incident on #PortJerse
511NY,1/16/2020 19:23,Incident on #NY12 Both direction
511NYMidHudson,1/16/2020 19:22,Incident on #MidHudsonBridge Both directions from Ulster County Side to Dutchess County Sid
511NYMidHudson,1/16/2020 19:22,Incident on #KingstonrhinecliffBridge Both directions from Ulster County Side to Dutchess County Sid
511NY,1/16/2020 19:22,Updated: Incident on #NewburghBeaconBridge Both directions from Orange County Side to Dutchess County Sid
511NY,1/16/2020 19:22,Updated: Incident on #BearMountainBridge Both directions from Rockland/Orange County Side to Westchester County Sid
511NY,1/16/2020 19:22,Cleared: Incident on #NJ70 WB at East of CR 636/Cuthbert Bl
511NY,1/16/2020 19:22,Cleared: Construction on #NJ70 WB at East of CR 636/Cuthbert Bl
511NYMidHudson,1/16/2020 19:22,Updated: Incident on #NewburghBeaconBridge Both directions from Orange County Side to Dutchess County Sid
511NYMidHudson,1/16/2020 19:22,Updated: Incident on #BearMountainBridge Both directions from Rockland/Orange County Side to Westchester County Sid
511NY,1/16/2020 19:22,Incident on #MidHudsonBridge Both directions from Ulster County Side to Dutchess County Sid
511NY,1/16/2020 19:22,Incident on #RipVanWinkleBridge Both directions from Greene County side to Columbia County sid
511NY,1/16/2020 19:22,Incident on #KingstonrhinecliffBridge Both directions from Ulster County Side to Dutchess County Sid
511NY,1/16/2020 19:19,Construction on #GrandCentralParkway WB from I-678 - Van Wyck Expressway to Union Turnpik
511nyLongIsland,1/16/2020 19:18,Incident on #BabylonBranch Both directions at Freeport Statio
511NY,1/16/2020 19:17,Incident on #NY104 WB at NY 39
511NY,1/16/2020 19:17,Cleared: Construction on #I87MajorDeeganExpressway NB from Depot Place to Exit 8 - West 179th Stre
511nyRochester,1/16/2020 19:17,Incident on #NY104 WB at NY 39
511NY,1/16/2020 19:17,Cleared: Construction on #MorningsideRoad Both directions from Cedar Lane to Mayfair Ro
511NY,1/16/2020 19:17,Cleared: Construction on #US1 SB from South of Meadow Rd to South of Quaker Bridge 
511NY,1/16/2020 19:17,Cleared: Construction on #I278 Both directions from 86th Street to 84th Stre
511NY,1/16/2020 19:16,Incident on #3Line at Nevins Street Statio
511NY,1/16/2020 19:16,Incident on #2Line NB at Nevins Street Statio
511NY,1/16/2020 19:16,Incident on #86Bu
511NY,1/16/2020 19:15,Cleared: Construction on #GeorgeWashingtonBridge WB from New York Side/Lower Level to New Jersey Side/Lower Lev
511NY,1/16/2020 19:15,Construction on #NJ33Business Both directions from Cardigan Bay Rd to Kondrup Wa
511nyAlbany,1/16/2020 19:13,Incident on #I90 WB at Exit 6; US 
511NY,1/16/2020 19:13,Updated: Construction on #UnionTurnpike WB from 141st Street to Park Drive Eas
511NY,1/16/2020 19:13,Incident on #I90 WB at Exit 6; US 
511NY,1/16/2020 19:13,Cleared: Incident on #Systemwide Both directio
511NY,1/16/2020 19:12,Cleared: Construction on #I495 WB at Exit 42 - Northern State Parkw
511NY,1/16/2020 19:11,Incident on #I495 EB at Exit 21 - 108th Stree
511NY,1/16/2020 19:11,Incident on #I278 WB at Metropolitan Avenue; Williamsburg Bridg
511NY,1/16/2020 19:11,Updated: Construction on #UnionTurnpike EB from 134th Street to 141st Stree
511NY,1/16/2020 19:11,Updated: Construction on #GrandCentralParkway WB from Main Street to Union Turnpik
511NY,1/16/2020 19:10,Incident on #NJ53 Both directions at NJ 1
511NY,1/16/2020 19:10,Updated: Construction on #GrandCentralParkway EB from Union Turnpike to Main Stree
511NY,1/16/2020 19:09,Cleared: Incident on #NY454 WB from East Suffolk Avenue; CR 100 to Wheeler Road; Ra
511NY,1/16/2020 19:08,Updated: Construction on #GrandCentralParkway WB at I-678 - Van Wyck Expresswa
511NY,1/16/2020 19:07,Construction on #I95N NB at Exit 36 (PLAINS RD
511NY,1/16/2020 19:07,Cleared: Construction on #I495 EB from Exit 48 - Round Swamp Road to Exit 52- Commack Road; CR 4; East Bou
511NY,1/16/2020 19:06,Incident on #NJ73 SB at New Jersey Turnpik
511NY,1/16/2020 19:04,Cleared: Incident on #I278 Both directions from 92nd Street  Bay Ridge Exit to Exit 26 - Hamilton Aven
511NY,1/16/2020 19:04,Cleared: Construction on #SouthernStateParkway Both directions at Exit 41S - CR 
511NY,1/16/2020 19:04,Cleared: Construction on #I84E EB at Exit 33 (RTE 72 N
511NY,1/16/2020 19:04,Cleared: Incident on #I278 Both directions from Exit 26 - Hamilton Avenue to Queens-Kings County Line; Koskuisko Brid
511NY,1/16/2020 19:04,Cleared: Construction on #I87MajorDeeganExpressway SB at Exit 10 - West 230th Stre
511NY,1/16/2020 19:04,Cleared: Construction on #I287 Both directions from Exit 47 - US 202 to South of Exit 57 - Skyline Dri
511NY,1/16/2020 19:04,Cleared: Construction on #I291E EB at Exit 4 (US 5 S
511NY,1/16/2020 19:04,Cleared: Construction on #I95S SB at Exit 41 (MARSH HILL R
511NY,1/16/2020 19:04,Cleared: Construction on #I278 EB at East 138th Street; I-278-Bruckner Expressw
511NY,1/16/2020 19:04,Cleared: Construction on #BrooklynBridge EB at Brooklyn Bou
511nyLongIsland,1/16/2020 19:04,Updated: Construction on #OceanParkwayNassauSuffolk WB at Gilgo Beac
511NY,1/16/2020 19:04,Cleared: Incident on #I787 SB from Exit 6; NY 32; Wards Lane to Exit 5; I-
511NY,1/16/2020 19:04,Cleared: Construction on #I278 Both directions at 86th Stre
511NY,1/16/2020 19:04,Cleared: Construction on #I78 Both directions at Exit 40 - CR 5
511NY,1/16/2020 19:04,Cleared: Construction on #US46 WB at CR 649/Sand Shore 
511NY,1/16/2020 19:03,Cleared: Construction on #I78 WB from Exit 33 - CR 525/Liberty Corner Rd/Martinsville to Exit 29 - I-287/US 202/US 2
511NY,1/16/2020 19:03,Cleared: Incident on #NY27 Both directions from START ROUTE NY 27; I-278 - Gowanus Expy; 3rd Avenue to Church Aven
511NY,1/16/2020 19:03,Cleared: Construction on #NJ21 Both directions at Exit 14 - US 
511NY,1/16/2020 19:03,Cleared: Construction on #US206 SB from CR 669/Limecrest Rd to South of CR 5
511NY,1/16/2020 19:03,Cleared: Construction on #NJ88 EB at CR 549 Spur/Herbertsville 
511NY,1/16/2020 19:03,Cleared: Construction on #GrandCentralParkway Both directions at Main Stre
511NY,1/16/2020 19:02,Updated: Construction on #I287 Both directions from Exit 47 - US 202 to South of Exit 57 - Skyline Driv
511NY,1/16/2020 19:02,Updated: Construction on #NJ21 Both directions at Exit 14 - US 4
511NY,1/16/2020 19:02,Updated: Construction on #US1 SB from South of Meadow Rd to South of Quaker Bridge R
511NY,1/16/2020 19:02,Updated: Construction on #US46 WB at CR 649/Sand Shore R
511NY,1/16/2020 19:02,Cleared: Incident on #AllBus at Interchange 11 and 
511NY,1/16/2020 19:02,Cleared: Construction on #NJ34 Both directions from North of Paynters Rd to Allenwood 
511NYMidHudson,1/16/2020 19:01,Updated: Construction on #SawMillRiverParkway Both directions from Exit 26 - Taconic State Parkway to Exit 27 -.
511NY,1/16/2020 19:01,Updated: Construction on #I87MajorDeeganExpressway NB from Depot Place to Exit 8 - West 179th Stree
511NYMidHudson,1/16/2020 19:01,Updated: Construction on #SawMillRiverParkway SB at Exit 22 - I-287 - NY 119 (S/B Only
511NY,1/16/2020 19:01,Updated: Construction on #SawMillRiverParkway Both directions from Exit 26 - Taconic State Parkway to Exit 27 -.
511NY,1/16/2020 19:01,Updated: Incident on #I95N NB at Exit 18 (SHERWOOD ISLAND CONNECTOR
511NY,1/16/2020 19:01,Cleared: Construction on #SawMillRiverParkway Both directions from Exit 26 - Taconic State Parkway to Exit 27 - Marble Aven
511NY,1/16/2020 19:01,Updated: Construction on #SawMillRiverParkway SB at Exit 22 - I-287 - NY 119 (S/B Only
511NY,1/16/2020 19:01,Cleared: Incident on #I95N NB at Exit 15 (US 7 N
511NY,1/16/2020 19:01,Updated: Construction on #MorningsideRoad Both directions from Cedar Lane to Mayfair Roa
511NY,1/16/2020 19:01,Cleared: Construction on #TaconicStateParkway Both directions from Exit 17B - Bear Mountain State Parkway to Exit 20  - US
511NY,1/16/2020 19:01,Updated: Construction on #I278 Both directions from 86th Street to 84th Stree
511NY,1/16/2020 19:01,Cleared: Construction on #SawMillRiverParkway SB at Exit 22 - I-287 - NY 119 (S/B Onl
511NY,1/16/2020 19:01,Cleared: Construction on #SawMillRiverParkway SB from Exit 9 - Executive Boulevard to Exit 5A - CR 33II; Palmer Ro
511NY,1/16/2020 19:00,Incident on #I678 NB from Linden Boulevard to Exit 8 - Main Stree
511NY,1/16/2020 19:00,Updated: Construction on #NarrowsRoadSouth from Elbe Avenue to Hylan Boulevar
511NY,1/16/2020 18:59,Incident on #GrandCentralParkway WB from Northern Boulevard; NY 25A to 94th Stree
511NY,1/16/2020 18:58,Cleared: Closure on #MorningsideRoad Both directions from Cedar Lane to Mayfair Ro
511NY,1/16/2020 18:58,Updated: Incident on #GeorgeWashingtonBridge WB at New York Side/Lower Leve
511NY,1/16/2020 18:58,Cleared: Construction on #S9N NB at Exit 6 (RTE 14
511NY,1/16/2020 18:58,Updated: Incident on #GeorgeWashingtonBridge WB at New York Side/Upper Leve
511NY,1/16/2020 18:58,Updated: Construction on #NarrowRoadNorth WB from Hylan Boulevard to Neckar Avenu
511NY,1/16/2020 18:57,Updated: Incident on #US1 NB at Olden Av
511NY,1/16/2020 18:57,Cleared: Incident on #52Bus from E Broad Street:Broad Street to Westfield Avenue : Magie Aven
511NY,1/16/2020 18:57,Incident on #PortJerse
511NY,1/16/2020 18:56,Construction on #HenryHudsonParkway SB at 95th Stree
511NY,1/16/2020 18:56,Updated: Incident on #BayonneBridge Both direction
511NY,1/16/2020 18:56,Construction on #I76 WB at West of Exit 1D - US 13
511NY,1/16/2020 18:53,Construction on #West181StStreet WB at George Washington Bridg
511NY,1/16/2020 18:51,Construction on #U7S SB at Exit 11 (US 202
511NY,1/16/2020 18:51,Incident on #I87MajorDeeganExpressway NB at Exit 7N-7S 7N &amp; - I-95-Cross Bronx Expresswa
511NY,1/16/2020 18:51,Cleared: Construction on #I84E EB at Exit 5 (DOWNS ST
511NY,1/16/2020 18:51,Updated: Construction on #NJ88 Both directions at CR 549 Spur/Herbertsville R
511NYMidHudson,1/16/2020 18:50,Incident on #SprainBrookStateParkway NB at East Main Street; NY 11
511NY,1/16/2020 18:49,Updated: Incident on #I95N NB at Exit 15 (US 7 NB
511NY,1/16/2020 18:49,Updated: Incident on #I95N NB at Exit 19 (CENTER ST
511NY,1/16/2020 18:49,Cleared: Construction on #I95N NB at Exit 23 (US 
511NY,1/16/2020 18:49,Cleared: Construction on #I95N NB at 0.82 miles beyond Exit 16 (EAST AVE #
511NY,1/16/2020 18:47,Cleared: Construction on #S9N NB at 0.25 miles before Exit 25 (ELLIS S
511NY,1/16/2020 18:47,Incident on #FranklinDRooseveltDrive NB at 71 Stree
511NY,1/16/2020 18:46,Updated: Incident on #NJ70 WB at East of CR 636/Cuthbert Blv
511NY,1/16/2020 18:43,Cleared: Construction on #HenryHudsonParkway SB at Broadway; US
511NY,1/16/2020 18:43,Cleared: Incident on #NewJerseyTurnpike NB at North of Interchange 3 - NJ 1
511NY,1/16/2020 18:42,Cleared: Construction on #HenryHudsonParkway SB at Exit 19 - 225th Parkway East; West 232nd Stre
511NY,1/16/2020 18:42,Cleared: Construction on #I95 SB from Exit 5B - Castle Hill Avenue to Undercliff Aven
511NY,1/16/2020 18:42,Cleared: Incident on #I87MajorDeeganExpressway NB at Exit 7N-7S 7N &amp; - I-95-Cross Bronx Expressw
511NY,1/16/2020 18:41,Construction on #NY208 Both directions at NY 17K; Ram
511NY,1/16/2020 18:40,Cleared: Incident on #AllBus at OuterBridge crossi
511NY,1/16/2020 18:40,Cleared: Construction on #ThrogsNeckBridge NB at Bronx Bou
511NY,1/16/2020 18:40,Cleared: Incident on #1Line SB at 103rd Street Stati
511NY,1/16/2020 18:40,Cleared: Construction on #ThrogsNeckBridge SB at Queens Bou
511NYMidHudson,1/16/2020 18:40,Construction on #NY208 Both directions at NY 17K; Ram
511NY,1/16/2020 18:37,Cleared: Construction on #I95S SB at Exit 89 (MYSTIC S
511NY,1/16/2020 18:37,Incident on #RFKTriboroughBridge Both direction
511NY,1/16/2020 18:36,Cleared: Incident on #B82Bus at Flatbush Av and Kings Highw
511NY,1/16/2020 18:36,Incident on #VerrazanonarrowsBridge Both direction
511NY,1/16/2020 18:36,Cleared: Incident on #B41Bus at Flatbush Av and Kings Highw
511NY,1/16/2020 18:36,Cleared: Incident on #B7Bus at Flatbush Av and Kings Highw
511NY,1/16/2020 18:36,Cleared: Construction on #AtlanticCityExpressway EB from Pleasantville Toll Plaza to West of Atlantic City Welcome Cent
511NY,1/16/2020 18:36,Cleared: Incident on #B9Bus at Flatbush Av and Kings Highw
511NY,1/16/2020 18:35,Incident on #I90NYSThruway WB from Before Exit 40 (I-90) - Weedsport (Rte 34) to Exit 40 (I-90) - Weedsport (Rte 34
511NY,1/16/2020 18:35,Cleared: Incident on #GardenStateParkway SB at Essex Toll Pla
511NY,1/16/2020 18:32,Cleared: Construction on #NY9H NB from Van Wyck Lane to NY 2
511NY,1/16/2020 18:32,Cleared: Construction on #NY22 Both directions from US 20 Junction Start Overlap to US 20 Junction End Overl
511NY,1/16/2020 18:31,Incident on #GeorgeWashingtonBridge WB at New York Side/Lower Leve
511NY,1/16/2020 18:31,Incident on #GeorgeWashingtonBridge WB at New York Side/Upper Leve
511NY,1/16/2020 18:31,Construction on #I84E EB at Exit 33 (RTE 72 NB
511NY,1/16/2020 18:31,Construction on #I787 NB from Exit 7E; NY 378 eastbound to Exit 8; 23rd Street Watervlie
511NY,1/16/2020 18:31,Construction on #I787 NB from Exit 2; NY 32; South Pearl Street; Port of Albany to Exit 8; 23rd Street Watervlie
511nyAlbany,1/16/2020 18:31,Construction on #I787 NB from Exit 7E; NY 378 eastbound to Exit 8; 23rd Street Watervlie
511NYMidHudson,1/16/2020 18:31,Updated: Construction on #NY22 Both directions from US 20 Junction Start Overlap to US 20 Junction End Overla
511nyAlbany,1/16/2020 18:31,Construction on #I787 NB from Exit 2; NY 32; South Pearl Street; Port of Albany to Exit 8; 23rd Street Watervlie
511NYMidHudson,1/16/2020 18:31,Updated: Construction on #NY9H NB from Van Wyck Lane to NY 23
511NY,1/16/2020 18:31,Updated: Construction on #NY22 Both directions from US 20 Junction Start Overlap to US 20 Junction End Overla
511NY,1/16/2020 18:31,Updated: Construction on #NY9H NB from Van Wyck Lane to NY 23
511ny123,1/16/2020 18:20,Incident on #1Line SB at 103rd Street Statio
511nyAlbany,1/16/2020 18:18,Incident on #I787 SB from Exit 6; NY 32; Wards Lane to Exit 5; I-9
511nyWNY,1/16/2020 18:17,Construction on #US62 SB from East Robinson Road to Tonawanda Creek Roa
511nyWNY,1/16/2020 18:15,Construction on #NY78 Both directions from Town of Clarence; Town of Lancaster Line; Wehrle Drive to Exit   -.
511NY,1/16/2020 18:14,Cleared: Construction on #US1 SB from South of Meadow Rd to South of Quaker Bridge 
511NYMidHudson,1/16/2020 18:11,Incident on #I95NewEnglandThruway SB from After Exit 15 (I-95) - New Rochelle (US 1) to Exit 15 (I-95) - New.
511nyRochester,1/16/2020 18:02,Updated: Construction on #I490 EB at Exit 15 - Rochester Inner Loop Highwa
511nyRochester,1/16/2020 18:02,Updated: Construction on #I490 EB from Goodman Street  South to Monroe Avenue; NY 3
511nyRochester,1/16/2020 18:02,Updated: Construction on #I490 WB from Goodman Street  South to Monroe Avenue; NY 3
511nyAlbany,1/16/2020 18:02,Construction on #I87Northway NB from Exit 16; Ballard Road to Exit 17N: US 9 nort
511nyRochester,1/16/2020 18:02,Construction on #I390 NB at I-490; Ram
511nyAlbany,1/16/2020 18:02,Construction on #I87Northway SB from Exit 14; NY 9P; NY 29 to Twin Bridges; Town of Halfmoon; Town of Colonie Lin
511nyLongIsland,1/16/2020 17:44,Updated: Construction on #NorthernStateParkway WB from Exit 27S-Shelter Rock Road to Exit 25 - Lakeville Road;.
511NY,1/16/2020 17:34,Cleared: Incident on #ToLi
511NY,1/16/2020 17:34,Cleared: Incident on #JSQLi
511NY,1/16/2020 17:33,Incident on #RonkonkomaBranch EB from New York Penn Station to Ronkonkoma Statio
511NY,1/16/2020 17:32,Incident on #NewJerseyTurnpikei95 NB at North of Exit 69 - I-8
511NY,1/16/2020 17:32,Updated: Construction on #GrandCentralParkway EB from 168th Street to 175th Stree
511NYMidHudson,1/16/2020 17:31,Construction on #NY9H NB from Van Wyck Lane to NY 23
511NYMidHudson,1/16/2020 17:31,Updated: Construction on #NY23B EB from Stone Mill Road to NY 9H and 23; END ROUTE; NY 2
511NY,1/16/2020 17:31,Cleared: Construction on #I90 WB from Exit 3; State Office Campus to Exit 2; Washington Aven
511NY,1/16/2020 17:31,Construction on #I95S SB at Exit 66 (RTE 166
511NY,1/16/2020 17:31,Updated: Construction on #NY23B EB from Stone Mill Road to NY 9H and 23; END ROUTE; NY 2
511NY,1/16/2020 17:31,Construction on #NY9H NB from Van Wyck Lane to NY 23
511NY,1/16/2020 17:30,Cleared: Incident on #FarRockawayBranch at Rosedale Stati
511NY,1/16/2020 17:30,Updated: Construction on #GeorgeWashingtonBridge WB at New Jersey Side/Lower Leve
511NY,1/16/2020 17:30,Updated: Construction on #GrandCentralParkway WB from 175th Street to 168th Stree
511NY,1/16/2020 17:29,Construction on #GeorgeWashingtonBridge WB at New Jersey Side/Lower Leve
511NY,1/16/2020 17:29,Construction on #I278 WB at Exit 5 - Route 440 South Exit - West Shore Expresswa
511NY,1/16/2020 17:29,Incident on #US46 EB at NJ 1
511NY,1/16/2020 17:29,Updated: Incident on #33RdLin
511NY,1/16/2020 17:29,Updated: Incident on #ToLin
511NY,1/16/2020 17:29,Updated: Construction on #GrandCentralParkway EB from 44th Street to 50th Stree
511NY,1/16/2020 17:29,Updated: Incident on #JSQLin
511NY,1/16/2020 17:27,Construction on #US9 NB at North of CR 559 Alternate/Ocean Heights A
511NY,1/16/2020 17:27,Construction on #I84W WB at Exit 25A (AUSTIN RD
511NY,1/16/2020 17:27,Construction on #US130 NB at North of CR 634/Market S
511NY,1/16/2020 17:26,Incident on #I90NYSThruway WB from Before Exit 45 (I-90) - Rochester - Victor (I-490) to Exit 45 (I-90) -.
511NY,1/16/2020 17:26,Updated: Construction on #US130 NB at North of CR 634/Market S
511NY,1/16/2020 17:26,Cleared: Incident on #I87NYSThruway NB from After Exit 16 (I-87) - Harriman (Rte 17N - US6) to Exit 17 (I-87) - Newburgh (I-84 - Rte 17
511NY,1/16/2020 17:25,Cleared: Construction on #I91N NB at Exit 21 (RTE 37
511NY,1/16/2020 17:25,Cleared: Incident on #I295 NB at 26th Aven
511NYMidHudson,1/16/2020 17:25,Incident on #US202 WB from US 9 to NY 9
511NY,1/16/2020 17:25,Updated: Construction on #I278 WB from Division Avenue to Bedford Avenu
511NY,1/16/2020 17:25,Construction on #US30 EB at US 206/NJ 5
511NY,1/16/2020 17:24,Updated: Construction on #I95 SB at Amsterdam Avenu
511NY,1/16/2020 17:24,Updated: Incident on #BronxwhitestoneBridge Both direction
511NY,1/16/2020 17:23,Construction on #I87NYSThruway NB from After Exit 14A (I-87) - Garden State Parkway Connection NJ to After Exit.
511NY,1/16/2020 17:23,Incident on #I87NYSThruway SB from After Exit 21 (I-87) - Catskill (Rte 23) to Exit 21 (I-87) - Catskill (Rte 23
511NY,1/16/2020 17:23,Incident on #I87MajorDeeganExpressway NB at Exit 7N-7S 7N &amp; - I-95-Cross Bronx Expresswa
511NY,1/16/2020 17:23,Updated: Construction on #I95 SB from Bruckner Interchange to I-87 Major Deegan Expresswa
511NYMidHudson,1/16/2020 17:23,Construction on #I87NYSThruway NB from After Exit 14A (I-87) - Garden State Parkway Connection NJ to After Exit.
511NY,1/16/2020 17:23,Updated: Construction on #I676 Both directions from Exit 4 - Atlantic Ave to Exit 5B - Linden St/N. 8th S
511NYMidHudson,1/16/2020 17:23,Incident on #I87NYSThruway SB from After Exit 21 (I-87) - Catskill (Rte 23) to Exit 21 (I-87) - Catskill (Rte 23
511NY,1/16/2020 17:23,Cleared: Construction on #NorthernStateParkway EB from Exit 42S - Deer Park Road; NY 231 to Exit 46 - New Highway; Parkway Drive South 
511NY,1/16/2020 17:22,Updated: Construction on #I95 NB from I-87 Major Deegan Expressway to Bruckner Interchang
511NY,1/16/2020 17:21,Cleared: Construction on #I495 WB from Exit 39 - Glen Cove Road to Exit 41S - NY 106/107; North Broadway/Jerusalem Aven
511NY,1/16/2020 17:20,Updated: Construction on #I87MajorDeeganExpressway SB from West 233rd Street to West Fordham Roa
511NY,1/16/2020 17:20,Updated: Construction on #I87MajorDeeganExpressway NB from University Heights Bridge to West 233rd Stree
511NY,1/16/2020 17:18,Incident on #CityLine at 30th Street Statio
511NYMidHudson,1/16/2020 17:18,Incident on #US9W SB at Exit   - NY 21
511NY,1/16/2020 17:18,Incident on #AtlanticLine EB at 30th Street Statio
511NY,1/16/2020 17:18,Cleared: Construction on #BronxRiverParkway SB at Exit 6 - Boston Ro
511NY,1/16/2020 17:17,Updated: Incident on #Q59Bus WB at Grand Street:Grand Stree
511NY,1/16/2020 17:17,Updated: Construction on #I87MajorDeeganExpressway NB from University Heights Bridge to West 233rd Stree
511NY,1/16/2020 17:16,Cleared: Incident on #WLine at Ditmars Boulevard-Astoria Stati
511NY,1/16/2020 17:16,Cleared: Incident on #NLine SB at Ditmars Boulevard-Astoria Stati
511NY,1/16/2020 17:16,Updated: Construction on #I95 NB from Huntington Avenue to East Tremont Avenue; Ram
511NY,1/16/2020 17:16,Updated: Construction on #I95 NB from Middle Town Road to Wilkinson Avenue; Ram
511NY,1/16/2020 17:15,Incident on #RonkonkomaBranch WB from Ronkonkoma Station to New York Penn Statio
511NY,1/16/2020 17:15,Construction on #I87NYSThruway SB from After Exit 15A (I-87) - Suffern (Rte 17N - Route 59) to Exit 15A (I-87) -.
511nyLongIsland,1/16/2020 17:15,Incident on #RonkonkomaBranch WB from Ronkonkoma Station to New York Penn Statio
511NYMidHudson,1/16/2020 17:15,Incident on #I87NYSThruway NB from After Exit 16 (I-87) - Harriman (Rte 17N - US6) to Exit 17 (I-87) - Newburgh.
511NY,1/16/2020 17:15,Updated: Construction on #BronxRiverParkway NB from Exit 8W - Mosholu Parkway to East Gun Hill Roa
511NY,1/16/2020 17:13,Construction on #I95N NB at Exit 23 (US 1
511NY,1/16/2020 17:12,Incident on #I87MajorDeeganExpressway SB from West 231st Street; Ramp to Exit 8 - West 179th Stree
511NY,1/16/2020 17:12,Construction on #NY9A Both directions from Battery Place to West 59th Stree
511NY,1/16/2020 17:11,Incident on #WLine at Ditmars Boulevard-Astoria Statio
511NY,1/16/2020 17:11,Incident on #NLine SB at Ditmars Boulevard-Astoria Statio
511NY,1/16/2020 17:11,Construction on #I287 Both directions from South of Exit 41 - I-80 to Exit 52 - NJ 2
511NY,1/16/2020 17:11,Updated: Incident on #I95 SB from 3rd Avenue; Exit 3 to START ROUTE I-95; George Washington Bridg
511NY,1/16/2020 17:10,Updated: Incident on #HarlemRiverDrive SB from Exit 19 - East 127th Street to East 71st Stree
511NY,1/16/2020 17:10,Updated: Incident on #I278 EB from 86th Street to Atlantic Avenu
511NY,1/16/2020 17:09,Updated: Incident on #RT10 N
511NY,1/16/2020 17:09,Updated: Construction on #S72W WB at 0.75 miles before Exit 7 (RTE 372 (CORBIN AVE)
511NY,1/16/2020 17:09,Updated: Incident on #NorthernStateParkway WB from Exit 26S - New Hyde Park Road to Exit 25 - Lakeville Road;.
511NY,1/16/2020 17:09,Cleared: Construction on #NY440 NB at Exit 10W - I-278; Ra
511NY,1/16/2020 17:08,Cleared: Incident on #I278 EB at Atlantic Aven
511NY,1/16/2020 17:08,Cleared: Incident on #RonkonkomaBranch at Hicksville Stati
511nyLongIsland,1/16/2020 17:07,Updated: Incident on #RonkonkomaBranch at Hicksville Statio
511NY,1/16/2020 17:07,Cleared: Incident on #SouthernStateParkway EB from Exit 32S - Nassau-Suffolk County Line to Exit 40 - Robert Moses Causew
511NY,1/16/2020 17:07,Updated: Construction on #S9N NB at Exit 6 (RTE 148
511NY,1/16/2020 17:07,Updated: Incident on #RonkonkomaBranch at Hicksville Statio
511NY,1/16/2020 17:06,Incident on #I95S SB at Exit 4 (INDIAN FIELD RD
511NY,1/16/2020 17:06,Construction on #I95N NB at Exit 46 (LONG WHARF DR
511NYMidHudson,1/16/2020 17:06,Incident on #NY120 SB at Town of North Castle; Town of Mount Pleasant Lin
511NY,1/16/2020 17:06,Cleared: Incident on #I84W WB at 0.50 miles before Exit 58 (ROBERTS S
511NY,1/16/2020 17:06,Cleared: Construction on #I84E EB at Exit 25 (HARPERS FERRY R
511NY,1/16/2020 17:06,Cleared: Construction on #I95N NB at Exit 3 (ARCH ST #
511NY,1/16/2020 17:06,Cleared: Construction on #I95S SB at Exit 18 (SHERWOOD ISLAND CONNECTO
511NY,1/16/2020 17:06,Cleared: Construction on #I95S SB at Exit 66 (RTE 16
511NY,1/16/2020 17:06,Cleared: Construction on #S72W WB at 0.50 miles before Exit 2 (RTE 37
511NY,1/16/2020 17:06,Cleared: Construction on #I95N NB at Exit 30 (RTE 11
511NY,1/16/2020 17:05,Updated: Incident on #Systemwide Both direction
511NY,1/16/2020 17:02,Updated: Construction on #US30 EB at CR 695/White Horse A
511NY,1/16/2020 17:02,Updated: Construction on #BeltSystemShoreParkway WB from Exit 3 - 4th Avenue; Verrazano Narrows Bridge to I-278 -.
511NY,1/16/2020 17:01,Cleared: Incident on #LincolnTunnel EB at from New Jerse
511NY,1/16/2020 17:01,Cleared: Incident on #GeorgeWashingtonBridge EB at New Jersey Side/Lower Level Toll Pla
511NY,1/16/2020 17:01,Incident on #33RdLin
511NY,1/16/2020 17:01,"Cleared: Incident on #GrandCentralParkway WB from Exit 5 - Astoria Boulevard / LaGuardia Airport Terminal A, Long-Term Parking and Car."
511NY,1/16/2020 17:01,Incident on #ToLin
511NY,1/16/2020 17:01,Incident on #JSQLin
511NY,1/16/2020 17:01,Updated: Construction on #BronxRiverParkway SB from Exit 9 - East Gun Hill Road to START ROUTE Bronx River.
511NY,1/16/2020 16:59,Cleared: Incident on #GeorgeWashingtonBridge WB at New York Side/Upper Lev
511NY,1/16/2020 16:59,Cleared: Incident on #GeorgeWashingtonBridge WB at New York Side/Lower Lev
511NY,1/16/2020 16:59,Cleared: Incident on #GeorgeWashingtonBridge EB at New Jersey Side/Upper Level Toll Pla
511NY,1/16/2020 16:59,Updated: Construction on #BronxRiverParkway NB from START ROUTE Bronx River Parkway; Story Avenue to Exit 9 -.
511NY,1/16/2020 16:58,Updated: Incident on #96Bus at Roseville Ave &amp; 2nd Av
511NY,1/16/2020 16:58,Updated: Construction on #34Bus at Roseville Ave &amp; 2nd Av
511NY,1/16/2020 16:57,Updated: Incident on #ValleyLine at Bound Brook Statio
511NY,1/16/2020 16:57,Updated: Incident on #RaritanLine at Bound Brook Statio
511NY,1/16/2020 16:57,Incident on #BayonneBridge Both direction
511NY,1/16/2020 16:57,Cleared: Incident on #I678 SB at Exit 4 -  Liberty Aven
511nyLongIsland,1/16/2020 16:56,Construction on #OceanParkwayNassauSuffolk WB at Gilgo Beac
511NY,1/16/2020 16:56,Updated: Construction on #US9 NB from Vischer Ferry Road to NY 6
511NY,1/16/2020 16:56,Construction on #OceanParkwayNassauSuffolk WB at Gilgo Beac
