time,user,text
2/1/2020 16:46,511NY,Incident on LincolnTunnel WB at New York Side - North Tube
2/1/2020 16:40,511NY,Cleared: Incident on GeorgeWashingtonBridge WB at Upper Trans Manhattan Expressway
2/1/2020 16:32,511NY,Incident on GeorgeWashingtonBridge WB at Upper Trans Manhattan Expressway
2/1/2020 16:01,511NY,Cleared: Special Event on LincolnTunnel WB from New York Side - Center Tube to New Jersey Side - Center Tube
2/1/2020 16:01,511NY,Special Event on CentralParkNYC
2/1/2020 15:59,511NYC,Special Event on LincolnTunnel WB from New York Side - Center Tube to New Jersey Side - Center Tube
2/1/2020 15:58,511NY,Cleared: Closure on LincolnTunnel Both directions from New Jersey Side - Center Tube to New York Side - Center Tube
2/1/2020 15:58,511NY,Cleared: Incident on LincolnTunnel WB at Mid-Tunnel - North Tube
2/1/2020 15:32,511NY,Cleared: Incident on WTCLine
2/1/2020 15:32,511NY,Cleared: Incident on NWKLine Both directions
2/1/2020 15:32,511NY,Cleared: Incident on ToLine
2/1/2020 15:01,511NY,Construction on TaconicStateParkway SB at Lakeview Avenue
2/1/2020 14:53,511NY,Cleared: Incident on GeorgeWashingtonBridge WB at New York Side/Lower Level
2/1/2020 14:49,511NYC,Closure on BeltSystemShoreParkway EB at Coney Island Avenue
2/1/2020 14:31,511NY,Construction on TaconicStateParkway NB at Lakeview Avenue
2/1/2020 14:26,511NY,Incident on NWKLine Both directions
2/1/2020 14:26,511NY,Incident on ToLine
2/1/2020 14:26,511NY,Incident on WTCLine
2/1/2020 14:04,511NY,Cleared: Construction on GeorgeWashingtonBridge WB at Lower Trans Manhattan Expressway
2/1/2020 14:02,511nyRochester,Construction on BlossomRoad EB from Landing Road North to Browncroft Boulevard
2/1/2020 14:01,511NYC,Updated: Construction on BronxRiverParkway NB from START ROUTE Bronx River Parkway; Story Avenue to East
2/1/2020 13:16,511NY,Cleared: Construction on GeorgeWashingtonBridge WB from Lower Trans Manhattan Expressway to New York Side/Lower Level
2/1/2020 13:16,511NY,Cleared: Construction on GeorgeWashingtonBridge WB from New York Side/Lower Level to New Jersey Side/Lower Level
2/1/2020 13:13,511NY,Updated: Incident on GeorgeWashingtonBridge WB at New York Side/Lower Level
2/1/2020 13:13,511NY,Updated: Incident on GeorgeWashingtonBridge WB at New York Side/Upper Level
2/1/2020 13:11,511NY,Cleared: Construction on GeorgeWashingtonBridge EB at Lower Trans Manhattan Expressway
2/1/2020 13:01,511NY,Updated: Construction on GeorgeWashingtonBridge WB from New York Side/Lower Level to New Jersey Side/Lower Level
2/1/2020 13:01,511NY,Updated: Construction on GeorgeWashingtonBridge WB at Lower Trans Manhattan Expressway
2/1/2020 13:01,511NYC,Updated: Construction on GeorgeWashingtonBridge WB from Lower Trans Manhattan Expressway to New York Side/Lower..
2/1/2020 13:01,511NY,Special Event on MeadowlandsSportsComplex
2/1/2020 13:01,511NY,Updated: Closure on LincolnTunnel Both directions from New Jersey Side - Center Tube to New York Side - Center Tube
2/1/2020 13:00,511NYC,Updated: Construction on GeorgeWashingtonBridge WB at Lower Trans Manhattan Expressway
2/1/2020 12:59,511NY,Cleared: Construction on QueensboroBridge Both directions from Manhattan Side to Queens Bound
2/1/2020 12:55,511NY,Cleared: Construction on GeorgeWashingtonBridge EB at Lower Trans Manhattan Expressway
2/1/2020 12:36,511NY,Cleared: Construction on GeorgeWashingtonBridge EB at Upper Trans Manhattan Expressway
2/1/2020 12:31,511NY,Updated: Construction on GeorgeWashingtonBridge EB at Upper Trans Manhattan Expressway
2/1/2020 12:31,511NY,Updated: Construction on GeorgeWashingtonBridge EB at Lower Trans Manhattan Expressway
2/1/2020 12:30,511NYC,Updated: Construction on GeorgeWashingtonBridge EB at Upper Trans Manhattan Expressway
2/1/2020 12:29,511NYC,Updated: Construction on GeorgeWashingtonBridge EB at Lower Trans Manhattan Expressway
2/1/2020 12:26,511NY,Incident on GeorgeWashingtonBridge WB at New York Side/Upper Level
2/1/2020 12:25,511NYC,Incident on GeorgeWashingtonBridge WB at New York Side/Lower Level
2/1/2020 12:12,511NY,Cleared: Special Event on BrooklynBatteryTunnel at Manhattan Bound
2/1/2020 12:12,511NY,Incident on GeorgeWashingtonBridge WB at New York Side/Upper Level
2/1/2020 12:05,511NY,Updated: Closure on PulaskiSkyway Both directions at Broadway
2/1/2020 11:52,511NY,Cleared: Incident on CrossBayBridge Both directions
2/1/2020 11:52,511NY,Cleared: Incident on HenryHudsonBridge Both directions
2/1/2020 11:52,511NY,Cleared: Incident on VerrazanonarrowsBridge Both directions
2/1/2020 11:50,511NY,Cleared: Incident on MarineParkwayBridge Both directions
2/1/2020 11:50,511NY,Cleared: Incident on BronxwhitestoneBridge Both directions
2/1/2020 11:50,511NY,Cleared: Incident on ThrogsNeckBridge Both directions
2/1/2020 11:50,511NY,Cleared: Incident on RFKTriboroughBridge All directions
2/1/2020 11:10,511NY,Cleared: Closure on QueensboroBridge EB at Manhattan/Queens Bound
2/1/2020 11:10,511NY,Cleared: Construction on UnionTurnpike WB from Park Drive to Queens Blvd
